id,slug,title,description,status,category,factsDate,startDate,verdictDate,annee_faits,annee_verdict,duree_procedure,sentence,appeal,politician_id,politician_name,politician_slug,party_short,party_name,position_politique,institution,departmentCode,constituency,age_approx,annee_naissance,isCurrent
cmlv85foj012memv547lcgnx0,emmanuel-tache-condamnation-par-les-prud-hommes-pour-travail-dissimule,Condamnation par les prud'hommes pour travail dissimulé,"## Contexte politique [Emmanuel Taché](/politiques/emmanuel-tache), député de la 16ème circonscription affilié au [Rassemblement National](/partis/rassemblement-national), a été poursuivi devant les prud'hommes pour des irrégularités liées à l'emploi d'un assistant parlementaire. ## Faits et procédure L'ancien assistant a contesté les conditions de son engagement et de son licenciement. Il a dénoncé une situation de travail dissimulé, alléguant que des heures de travail n'avaient pas été rémunérées. Le litige a porté sur la qualification du contrat, les conditions réelles d'emploi et le montant des compensation dues au titre des heures non payées. Le Conseil de prud'hommes a statué sur ces griefs selon les règles du droit du travail et du droit du travail parlementaire applicable aux assistants élus. ## Verdict Le tribunal des prud'hommes a condamné [Emmanuel Taché](/politiques/emmanuel-tache) à verser 135 000 € à l'ancien assistant, reconnaissance judiciaire des préjudices alegués. Le jugement est devenu définitif au premier degré le 19 février 2026. Cette condamnation s'ajoute aux autres contentieux ayant impliqué le député, notamment une [condamnation civile pour usurpation de nom et de particule](/affaires/emmanuel-tache-condamnation-civile-d-emmanuel-tache-pour-usurpation-de-nom-et-de-particule).",CONDAMNATION_PREMIERE_INSTANCE,AUTRE,Non spécifié,2025-02-09T00:00:00.000Z,2026-02-19T00:00:00.000Z,,2026.0,375.0,Non spécifié,False,cmkjnzzs600dsvtv57s45g8yi,Emmanuel Taché,emmanuel-tache,RN,Rassemblement National,Non spécifié,Non spécifié,Non spécifié,Non spécifié,50.0,1975.0,Non spécifié
cmlv85fek012demv5430gufct,aurelien-tache-condamnation-d-aurelien-tache-pour-outrage-et-violence-en-etat-d-ivresse,Condamnation d'Aurélien Taché pour outrage et violence en état d'ivresse,"En février 2022, Aurélien Taché, député du Val-d'Oise, a été victime d'une agression dans un bar de Niort (Deux-Sèvres). Lors de l'intervention des policiers de la brigade anti-criminalité, il a insulté les agents (""Vous êtes des baqueux de merde"") alors qu'il se trouvait en état d'ivresse. Poursuivi pour outrage et violence par personne en état d'ivresse, il a été condamné le 7 septembre 2022 par le tribunal à 5 000 euros d'amende délictuelle. Sept policiers ont reçu 250 euros de dommages et intérêts chacun, et un autre agent 500 euros. Son avocate Jade Dousselin a évoqué un ""état de sidération lié au choc physique et psychologique"" suite à l'agression.",CONDAMNATION_DEFINITIVE,VIOLENCE,2022-02-01T00:00:00.000Z,Non spécifié,2022-09-07T00:00:00.000Z,2022.0,2022.0,,Non spécifié,False,cmkjnznbh0090vtv5w5wcsyrx,Aurélien Taché,aurelien-tache,EELV,Les Écologistes – Europe Écologie Les Verts,Non spécifié,Non spécifié,Non spécifié,Non spécifié,41.0,1984.0,Non spécifié
cmlv85f9t0129emv536dtk9et,aurelien-tache-condamnation-aux-prud-hommes-pour-violation-du-droit-du-travail,Condamnation aux prud'hommes pour violation du droit du travail,"[Aurélien Taché](/politiques/aurelien-tache), député de la 10e circonscription et membre de [La France insoumise](/partis/la-france-insoumise), a été condamné le 21 décembre 2023 par le conseil des prud'hommes de Paris à verser près de 10 000 euros à son ex-assistante parlementaire pour violation du droit du travail. Le litige portait sur des manquements aux obligations légales de l'employeur envers son salariée. La procédure prud'homale, compétente pour les litiges entre employeurs et salariés, a abouti à une condamnation au titre du droit du travail. Aurélien Taché ne s'était pas présenté au procès, ce qui n'a pas empêché la juridiction de statuer. Cette absence aux débats caractérise une stratégie contentieuse particulière, le défendeur renonçant à présenter sa version des faits en audience. La décision du conseil des prud'hommes est passée en force de chose jugée, constituant une condamnation définitive. Cette affaire prud'homale s'inscrit dans un contexte plus large de difficultés judiciaires rencontrées par l'intéressé, parallèlement à une autre condamnation pour outrage et violence en état d'ivresse.",CONDAMNATION_DEFINITIVE,AUTRE,Non spécifié,2023-10-26T00:00:00.000Z,2023-12-22T00:00:00.000Z,,2023.0,57.0,Non spécifié,False,cmkjnznbh0090vtv5w5wcsyrx,Aurélien Taché,aurelien-tache,LFI,La France insoumise,Non spécifié,Non spécifié,Non spécifié,Non spécifié,41.0,1984.0,Non spécifié
cmlv85f570126emv5nc9haxaw,michele-tabarot-enquete-pour-detournement-de-fonds-publics-visant-philippe-tabarot-assistant-parlementaire-de-michele-tabarot,"Enquête pour détournement de fonds publics visant Philippe Tabarot, assistant parlementaire de Michèle Tabarot","Philippe Tabarot, frère de la députée LR Michèle Tabarot, a été rémunéré comme assistant parlementaire de sa sœur à l'Assemblée nationale entre 2016 et 2018, tout en cumulant simultanément des rémunérations en tant que collaborateur à la mairie du Cannet (où Michèle Tabarot exerçait encore) et comme vice-président du conseil régional de PACA. En 2016, il percevait au total environ 135 000 euros (29 000 euros comme assistant parlementaire, 66 000 euros de la mairie et plus de 40 000 euros du conseil régional). En 2017, sa rémunération totale atteignait 138 000 euros. Après avoir cessé ses fonctions d'assistant parlementaire en 2018, sa rémunération à la mairie du Cannet a augmenté de 50% pour atteindre 94 000 euros. Une enquête pour détournement de fonds publics a été ouverte concernant cette situation.",ENQUETE_PRELIMINAIRE,DETOURNEMENT_FONDS_PUBLICS,2016-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2016.0,,,Non spécifié,False,cmkjnz2ze0016vtv5oh7v2oel,Michèle Tabarot,michele-tabarot,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,63.0,1962.0,Non spécifié
cmlv85f0h0121emv51vwygnv2,philippe-tabarot-enquete-sur-la-remuneration-au-cannet-et-la-prise-illegale-d-interets,Enquête sur la rémunération au Cannet et la prise illégale d'intérêts,"[Philippe Tabarot](/politiques/philippe-tabarot), ministre des Transports et membre des [Républicains](/partis/les-republicains), est visé par une enquête du Parquet national financier portant sur ses rémunérations multiples au cours de la décennie 2010. Une perquisition menée en décembre 2022 à la mairie du Cannet, où Tabarot occupait un poste de collaborateur, a marqué l'ouverture de l'enquête. Les investigations portent sur la réalité du travail effectué en contrepartie des salaires perçus au titre de trois positions simultanées : assistant parlementaire de sa sœur, collaborateur municipal au Cannet et vice-président du conseil régional. L'enjeu central consiste à déterminer si ces rémunérations correspondaient à des services réellement rendus ou constituaient des avantages indus. Début 2025, Tabarot a été formellement visé pour détournement de fonds publics et prise illégale d'intérêts. Cette mise en examen intervient après plusieurs années d'investigations approfondies. Il convient de rappeler la présomption d'innocence applicable à tous les stades de la procédure pénale. Les faits faisant l'objet de l'enquête remontent au début des années 2010. L'affaire demeure au stade de l'enquête préliminaire auprès du Parquet national financier, spécialisé dans la poursuite des délits économiques et financiers impliquant des personnalités publiques.",ENQUETE_PRELIMINAIRE,PRISE_ILLEGALE_INTERETS,2016-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2016.0,,,Non spécifié,False,cmksfnx350026a4v5g9tnpsru,Philippe Tabarot,philippe-tabarot,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,55.0,1970.0,Non spécifié
cmlv85ek9011memv55kw8mji5,francis-szpiner-logement-social,Affaire du logement social,"En octobre 2024, le parquet de Paris ouvre une enquête préliminaire visant Francis Szpiner concernant les conditions d'attribution d'un logement social à une jeune femme. Cette dernière affirme avoir entretenu une relation sexuelle avec Szpiner en échange de cette attribution. Une information judiciaire est ouverte pour corruption active et passive. Des perquisitions ont lieu en avril et juillet 2025 au domicile de Szpiner, dans les locaux du bailleur social et à la mairie du 16e arrondissement. Francis Szpiner conteste formellement les faits.",INSTRUCTION,CORRUPTION,Non spécifié,2025-04-17T00:00:00.000Z,Non spécifié,,,,Non spécifié,False,cmksfdkjj00orc0v5h1fhnv1y,Francis Szpiner,francis-szpiner,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,71.0,1954.0,Non spécifié
cmlv85efp011femv58k7w0r9i,francis-szpiner-tayeb-benabderrahmane-extorsion-presumee,Affaire Tayeb Benabderrahmane - Extorsion présumée,"[Francis Szpiner](/politiques/francis-szpiner), [sénateur de Paris](/politiques/francis-szpiner) membre des [Républicains](/partis/les-republicains), est mis en cause dans une enquête préliminaire pour sa participation présumée à des négociations d'extorsion. En 2022, le lobbyiste Tayeb Benabderrahmane dépose plainte contre Nasser al-Khelaïfi, patron du Paris-Saint-Germain, pour enlèvement, séquestration avec torture, association de malfaiteurs et extorsion en bande organisée. Szpiner, en sa qualité d'avocat d'al-Khelaïfi, serait soupçonné d'avoir participé à des négociations visant à obtenir la remise de fichiers confidentiels détenant par Benabderrahmane, dans le cadre d'un dispositif d'extorsion présumé. Le 27 juin 2023, l'Office central de lutte contre la criminalité organisée (OCLCO) procède à des perquisitions au cabinet et au domicile de Szpiner, en vue de saisir des éléments de preuve. Cette action judiciaire suscite des questions sur le statut d'avocat et les obligations de confidentialité attachées à cette profession. En mars 2025, la Cour de cassation confirme la validité des saisies effectuées, validant ainsi la procédure menée par les enquêteurs. L'enquête préliminaire reste en cours. Szpiner bénéficie de la présomption d'innocence et aucune mise en examen n'a été prononcée à ce stade. Cette affaire s'inscrit dans un contexte d'autres contentieux judiciaires impliquant le sénateur, notamment l'[affaire de la thèse plagiée d'Arash Derambarsh](/affaires/francis-szpiner-these-plagiee-d-arash-derambarsh).",ENQUETE_PRELIMINAIRE,AUTRE,2020-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2020.0,,,Non spécifié,False,cmksfdkjj00orc0v5h1fhnv1y,Francis Szpiner,francis-szpiner,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,71.0,1954.0,Non spécifié
cmlv85eax011bemv52zl1bdwq,francis-szpiner-these-plagiee-d-arash-derambarsh,Affaire de la thèse plagiée d'Arash Derambarsh,"[Francis Szpiner](/politiques/francis-szpiner), alors membre des [Républicains](/partis/les-republicains), a participé en 2015 au jury de thèse d'Arash Derambarsh, dans le contexte d'une thèse soutenue à l'université de Paris I. En 2020, la section disciplinaire du conseil académique de l'université de Paris I a établi que la thèse contenait du plagiat massif, représentant les trois quarts du document. L'instance académique a également constaté que la composition du jury ne respectait pas la régularité requise par les procédures universitaires. Suite à ces conclusions, la thèse a été annulée en avril 2023. Le classement sans suite de cette affaire reflète l'absence de poursuites judiciaires ultérieures, la question restant traitée au niveau disciplinaire et administratif universitaire. Cette affaire s'inscrit dans un contexte plus large d'enjeux d'intégrité académique et de conformité aux règles de fonctionnement des institutions d'enseignement supérieur.",CLASSEMENT_SANS_SUITE,AUTRE,2015-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2015.0,,,Non spécifié,False,cmksfdkjj00orc0v5h1fhnv1y,Francis Szpiner,francis-szpiner,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,71.0,1954.0,Non spécifié
cmlv85e660117emv5o29c2xkv,violette-spillebout-plainte-en-diffamation-de-licia-boudersa-contre-violette-spillebout,Plainte en diffamation de Licia Boudersa contre Violette Spillebout,"[Violette Spillebout](/politiques/violette-spillebout), députée de la 9ème circonscription et membre de [Renaissance](/partis/renaissance), était affiliée à [Ensemble pour la République](/partis/ensemble-pour-la-republique) au moment des faits. En 2023, Spillebout a formulé des accusations publiques contre Martine Aubry, alors maire de Lille, concernant les élections municipales de 2020. Spillebout aurait affirmé qu'Aubry avait proposé un emploi à la boxeuse Licia Boudersa en échange de son soutien politique. Estimant ces déclarations préjudiciables à sa réputation, Licia Boudersa a porté plainte contre Spillebout pour diffamation. Après instruction, le parquet a décidé de classer l'affaire sans suite le 9 mars 2025. Ce classement intervient dans un contexte judiciaire où Spillebout a également fait l'objet d'une [condamnation pour constitution de partie civile abusive](/affaires/violette-spillebout-condamnation-de-violette-spillebout-pour-constitution-de-partie-civile-abusive).",CLASSEMENT_SANS_SUITE,DIFFAMATION,2023-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2023.0,,,Non spécifié,False,cmkjo0ahf00huvtv55ww4lb3m,Violette Spillebout,violette-spillebout,EPR,Ensemble pour la République,Non spécifié,Non spécifié,Non spécifié,Non spécifié,53.0,1972.0,Non spécifié
cmlv85e1e0112emv5tytok17j,violette-spillebout-condamnation-de-violette-spillebout-pour-constitution-de-partie-civile-abusive,Condamnation de Violette Spillebout pour constitution de partie civile abusive,"Violette Spillebout, députée macroniste de la 9e circonscription du Nord, avait porté plainte pour harcèlement sexuel contre Jacques Trentesaux, directeur de la rédaction de Mediacités, l'accusant d'avoir voulu propager des rumeurs autour de photos intimes pendant la campagne municipale de 2020 à Lille. Le 4 juillet 2023, le tribunal judiciaire de Lille relaxe le journaliste et condamne l'élue à 6 000 euros de dommages et intérêts pour constitution de partie civile abusive, ainsi qu'à 3 784,50 euros de frais de justice. En appel, la cour d'appel de Douai confirme fin août 2024 la relaxe du journaliste et annule la condamnation pour constitution abusive, mais maintient la condamnation de Violette Spillebout au remboursement des frais de justice (3 784,50 euros de première instance + 2 000 euros d'appel). La cour conclut qu'aucune faute pénale ou civile n'a été commise par le journaliste, dont la démarche relevait du travail d'investigation journalistique.",RELAXE,AUTRE,2020-03-01T00:00:00.000Z,Non spécifié,2024-08-31T00:00:00.000Z,2020.0,2024.0,,Non spécifié,False,cmkjo0ahf00huvtv55ww4lb3m,Violette Spillebout,violette-spillebout,EPR,Ensemble pour la République,Non spécifié,Non spécifié,Non spécifié,Non spécifié,53.0,1972.0,Non spécifié
cmlv85dmt010temv5xprq0g8r,ersilia-soudais-condamnation-aux-prud-hommes-pour-inegalite-de-traitement,Condamnation aux prud'hommes pour inégalité de traitement,"[Ersilia Soudais](/politiques/ersilia-soudais), députée de la 7ème circonscription et membre de [La France insoumise](/partis/la-france-insoumise), a été condamnée par le Conseil de prud'hommes en janvier 2026 pour inégalité de traitement dans la gestion de son personnel parlementaire. Selon la condamnation, une attachée parlementaire a vu son contrat à durée indéterminée pris fin en période d'essai, tandis que [Ersilia Soudais](/politiques/ersilia-soudais) aurait favorisé un employé étranger étudiant, avec lequel elle entretenait une relation intime depuis un voyage en Jordanie effectué en 2024. Ce traitement différencié aurait constitué une violation des principes d'égalité dans l'accès et le maintien de l'emploi. La juridiction compétente, le Conseil de prud'hommes, s'est prononcée en première instance sur cette affaire relevant du droit du travail et de l'égalité professionnelle. La condamnation de [Ersilia Soudais](/politiques/ersilia-soudais) a validé les réclamations de l'attachée parlementaire lésée.",CONDAMNATION_PREMIERE_INSTANCE,AUTRE,2024-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2024.0,,,Non spécifié,False,cmkjo0kl400lsvtv5biktqox4,Ersilia Soudais,ersilia-soudais,LFI,La France insoumise,Non spécifié,Non spécifié,Non spécifié,Non spécifié,37.0,1988.0,Non spécifié
cmlv85dhx010pemv5cph11z1m,bruno-sido-compte-en-suisse-non-declare,Affaire du compte en Suisse non déclaré,"[Bruno Sido](/politiques/bruno-sido), sénateur de la Haute-Marne et membre des [Républicains](/partis/les-republicains), a été confronté à une affaire de défaut de déclaration d'actifs. En novembre 2014, la Haute Autorité pour la transparence de la vie publique révèle que Sido était propriétaire d'un compte bancaire en Suisse qu'il n'avait pas déclaré conformément à ses obligations de transparence. L'intéressé avait régularisé sa situation en 2013, avant la découverte publique de cette omission. Le 12 avril 2016, le tribunal correctionnel de Paris condamne [Bruno Sido](/politiques/bruno-sido) à titre personnel dans le cadre d'une procédure de comparution avec reconnaissance préalable de culpabilité. La condamnation porte sur six mois d'emprisonnement assortis du sursis et une amende de 60 000 euros. Cette peine reflète le caractère volontaire de l'omission, bien que la régularisation antérieure ait pu être prise en compte. La décision du tribunal correctionnel est définitive en première instance et constitue une condamnation de droit commun pour les faits caractérisés de blanchiment, liés à la non-déclaration d'actifs étrangers. Cette affaire s'inscrit dans un contexte plus large de renforcement du contrôle des déclarations patrimoniales des élus français, particulièrement après les révélations de la crise bancaire suisse.",CONDAMNATION_DEFINITIVE,BLANCHIMENT,Non spécifié,2014-11-13T00:00:00.000Z,2016-04-12T00:00:00.000Z,,2016.0,516.0,Non spécifié,False,cmksfce9l003nc0v5qcbg9swz,Bruno Sido,bruno-sido,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,74.0,1951.0,Non spécifié
cmlv85d8a0104emv5j339m22q,nicolas-sarkozy-bygmalion,Affaire Bygmalion,"En 2014, une information judiciaire est ouverte pour faux et usage de faux, abus de confiance, tentative d'escroquerie et complicité. La société Bygmalion aurait fait des fausses factures pour masquer les dépassements des frais de campagne de Nicolas Sarkozy lors de l'élection présidentielle de 2012. Nicolas Sarkozy est mis en examen en février 2016 pour financement illégal de campagne électorale, puis renvoyé en correctionnelle en février 2017. Il est condamné en première instance le 30 septembre 2021 à un an de prison ferme, puis en appel le 14 février 2024 à un an de prison dont six mois ferme (aménageable en détention à domicile sous surveillance électronique).",CONDAMNATION_DEFINITIVE,FINANCEMENT_ILLEGAL_CAMPAGNE,2012-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2012.0,,,Non spécifié,False,cmkjtm1eq000b9lv5anfquwro,Nicolas Sarkozy,nicolas-sarkozy,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,70.0,1955.0,Non spécifié
cmlv85d3d00zqemv5fl2h4rxp,nicolas-sarkozy-bismuth-affaire-des-ecoutes,Affaire Bismuth / Affaire des écoutes,"En mars 2014, des écoutes judiciaires dans le cadre de l'affaire Sarkozy-Kadhafi révèlent que Nicolas Sarkozy et son avocat Thierry Herzog utilisaient des téléphones sous de faux noms (Paul Bismuth). Ils sont suspectés d'avoir corrompu Gilbert Azibert, avocat général près la Cour de cassation, pour obtenir des informations sur la procédure judiciaire de l'affaire Woerth-Bettencourt, en échange d'un appui pour l'obtention d'un poste à Monaco. Nicolas Sarkozy est mis en examen le 2 juillet 2014 pour corruption active, trafic d'influence et recel de violation du secret professionnel. Le 1er mars 2021, le tribunal correctionnel de Paris le condamne à trois ans de prison dont un an ferme pour corruption et trafic d'influence.",CONDAMNATION_DEFINITIVE,CORRUPTION,2014-03-01T00:00:00.000Z,Non spécifié,Non spécifié,2014.0,,,Non spécifié,False,cmkjtm1eq000b9lv5anfquwro,Nicolas Sarkozy,nicolas-sarkozy,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,70.0,1955.0,Non spécifié
cmlv85cyp00znemv59vngipze,nicolas-sarkozy-coupe-du-monde-2022-qatargate,Affaire de la Coupe du monde 2022 (Qatargate),"[Nicolas Sarkozy](/politiques/nicolas-sarkozy), ancien président de la République et figure majeure des [Républicains](/partis/les-republicains), fait l'objet d'une enquête du Parquet national financier concernant l'attribution de la Coupe du monde de football 2022 au Qatar. Les faits reprochés remontent à 2010, période pendant laquelle Sarkozy exerçait la présidence. Selon la plainte déposée par l'association Anticor en avril 2023, il serait soupçonné de trafic d'influence et de corruption d'un agent public étranger dans le processus de sélection du Qatar comme pays hôte de la compétition mondiale. L'enquête initiée par le Parquet national financier depuis 2019 examine ces accusations. Sarkozy demeure soumis à la présomption d'innocence et aucune décision judiciaire définitive n'a encore été rendue sur le fondement de ces soupçons. Cette affaire s'inscrit dans un contexte plus large de scrutins judiciaires visant l'ancien président, notamment l'[Affaire Woerth-Bettencourt](/affaires/nicolas-sarkozy-woerth-bettencourt) et l'[Affaire Sarkozy-Kadhafi](/affaires/nicolas-sarkozy-sarkozy-kadhafi-2), qui illustrent les différentes procédures contentieuses impliquant sa responsabilité personnelle et celle de son entourage politique.",INSTRUCTION,TRAFIC_INFLUENCE,2010-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2010.0,,,Non spécifié,False,cmkjtm1eq000b9lv5anfquwro,Nicolas Sarkozy,nicolas-sarkozy,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,70.0,1955.0,Non spécifié
cmlv85cu300ziemv5o3g5vosf,nicolas-sarkozy-reso-garantia,Affaire Reso-Garantia,"Ancien président de la République et ancien ministre des Finances, [Nicolas Sarkozy](/politiques/nicolas-sarkozy) du parti [Les Républicains](/partis/les-republicains) fait l'objet d'une enquête préliminaire du Parquet national financier depuis 2020, dans un dossier de soupçons de trafic d'influence et de blanchiment de capitaux. L'affaire porte sur sa rémunération par la société d'assurances russe Reso-Garantia, détenue par deux oligarques russo-arméniens présentés comme proches de Vladimir Poutine. Selon les informations révélées en 2020, Nicolas Sarkozy aurait perçu un paiement de 500 000 euros au titre d'un contrat de conseil valorisé à trois millions d'euros. Cette enquête s'inscrit dans un contexte où plusieurs dossiers judiciaires impliquent ancien chef d'État, notamment l'[Affaire Sarkozy-Kadhafi](/affaires/nicolas-sarkozy-sarkozy-kadhafi-2) concernant les financements de sa campagne présidentielle de 2007, ou encore l'[Affaire des sondages de l'Élysée](/affaires/nicolas-sarkozy-sondages-de-l-elysee) relative à des dépenses électorales. Le dossier Reso-Garantia demeure au stade de l'enquête préliminaire, sans mise en examen à ce stade. Sous le régime de la présomption d'innocence, aucune conclusion n'a été établie quant aux accusations portées.",ENQUETE_PRELIMINAIRE,TRAFIC_INFLUENCE,2020-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2020.0,,,Non spécifié,False,cmkjtm1eq000b9lv5anfquwro,Nicolas Sarkozy,nicolas-sarkozy,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,70.0,1955.0,Non spécifié
cmlv85cp800zfemv5jctpmobo,nicolas-sarkozy-sarkozy-kadhafi-retractation-de-ziad-takieddine,Affaire Sarkozy-Kadhafi - Rétractation de Ziad Takieddine,"[Nicolas Sarkozy](/politiques/nicolas-sarkozy), ancien président de la République et dirigeant des [Républicains](/partis/les-republicains), est mis en examen depuis octobre 2023 dans une affaire portant sur la rétractation du témoin Ziad Takieddine. Cette affaire s'inscrit dans le contexte plus large de l'enquête sur le financement supposé de la campagne présidentielle de 2007 par la Libye. Ziad Takieddine, homme d'affaires français d'origine libanaise, avait initialement déclaré avoir remis des enveloppes contenant des fonds libyen destinés au financement de la campagne. Il a par la suite rétracté ses déclarations, ce qui a suscité des investigations judiciaires approfondies sur les conditions de ce revirement. Nicolas Sarkozy a été mis en examen pour plusieurs chefs d'accusation : recel de subornation de témoin, participation à une association de malfaiteurs visant l'escroquerie au jugement en bande organisée, et participation à une association de malfaiteurs en vue de corruption active de personnel judiciaire étranger au Liban. Il bénéficie également du statut de témoin assisté sur ce dernier point. Cette procédure judiciaire demeure en cours. Conformément au principe de présomption d'innocence, [Nicolas Sarkozy](/politiques/nicolas-sarkozy) n'a pas été reconnu coupable des infractions pour lesquelles il est poursuivi. Cette affaire fait partie d'une série de contentieux judiciaires impliquant l'ancien président.",MISE_EN_EXAMEN,CORRUPTION,Non spécifié,2023-10-06T00:00:00.000Z,Non spécifié,,,,Non spécifié,False,cmkjtm1eq000b9lv5anfquwro,Nicolas Sarkozy,nicolas-sarkozy,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,70.0,1955.0,Non spécifié
cmlv85c6100ymemv5amckelrw,nicolas-sarkozy-sarkozy-kadhafi-2,Affaire Sarkozy-Kadhafi,"Nicolas Sarkozy est soupçonné d'avoir reçu 50 millions d'euros du régime libyen de Mouammar Kadhafi pour financer sa campagne présidentielle de 2007, alors que le montant officiel de sa campagne était de 20 millions d'euros. Il a été mis en examen en 2018 pour corruption passive, financement illicite de campagne électorale et recel de détournement de fonds publics libyens, puis en 2020 pour association de malfaiteurs. Le procès s'est ouvert le 6 janvier 2025 et le parquet a requis le 27 mars 2025 sept ans de prison, 300 000 euros d'amende et cinq ans d'inéligibilité.",APPEL_EN_COURS,FINANCEMENT_ILLEGAL_CAMPAGNE,2007-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2007.0,,,Non spécifié,False,cmkjtm1eq000b9lv5anfquwro,Nicolas Sarkozy,nicolas-sarkozy,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,70.0,1955.0,Non spécifié
cmlv85b3t00xaemv5nydd0t4z,nicolas-sarkozy-woerth-bettencourt,Affaire Woerth-Bettencourt,"[Nicolas Sarkozy](/politiques/nicolas-sarkozy), alors chef de [Les Républicains](/partis/les-republicains), a fait l'objet d'une enquête en 2010 portant sur le financement de sa campagne présidentielle de 2007. Les investigations ont soulevé des soupçons de contributions financières illégales en provenance du couple Bettencourt. Le dossier s'est ouvert après la révélation de versements importants. [Nicolas Sarkozy](/politiques/nicolas-sarkozy) a d'abord été enregistré en tant que témoin assisté le 22 novembre 2012, statut reconnaissant un intérêt dans l'affaire. Le 21 mars 2013, il a été mis en examen pour abus de faiblesse à l'égard de Liliane Bettencourt, en raison de son âge avancé et de sa vulnérabilité présumée lors des transactions en question. L'enquête a porté sur les modalités et la légalité du financement politique reçu, ainsi que sur les circonstances dans lesquelles les versements auraient eu lieu. Les magistrats ont examiné les allégations selon lesquelles Liliane Bettencourt aurait pu être influencée ou exploitée dans ses contributions. Le 7 octobre 2013, le juge d'instruction a rendu une ordonnance de non-lieu, mettant fin à la procédure judiciaire. Cette décision a reconnu l'absence d'éléments suffisants pour soutenir les accusations retenues contre [Nicolas Sarkozy](/politiques/nicolas-sarkozy). Le non-lieu a constitué un classement définitif de l'affaire sans condamnation.",NON_LIEU,FINANCEMENT_ILLEGAL_CAMPAGNE,2007-01-01T00:00:00.000Z,Non spécifié,Non spécifié,2007.0,,,Non spécifié,False,cmkjtm1eq000b9lv5anfquwro,Nicolas Sarkozy,nicolas-sarkozy,LR,Les Républicains,Non spécifié,Non spécifié,Non spécifié,Non spécifié,70.0,1955.0,Non spécifié
cmlv85aui00x2emv5nefli31h,nicolas-sansu-condamnation-de-nicolas-sansu-pour-conduite-en-etat-d-ivresse-et-outrage-a-agents,Condamnation de Nicolas Sansu pour conduite en état d'ivresse et outrage à agents,"Dans la nuit du 27 au 28 février 2023 à Vierzon, le député communiste du Cher Nicolas Sansu a conduit en état d'ivresse et a outragé trois policiers lors d'un contrôle routier, déclarant notamment ""Vous me cassez les couilles, vous feriez mieux d'arrêter les voleurs, moi je connais Darmanin"". Placé en garde à vue les 4 et 5 mars 2023, il a reconnu les faits et présenté ses excuses publiques. Le 2 mai 2023, le tribunal judiciaire de Bourges l'a condamné dans le cadre d'une procédure de comparution sur reconnaissance préalable de culpabilité (CRPC) à deux mois de prison avec sursis, quatre mois de suspension du permis de conduire, 300 euros d'amende et 500 euros de dommages-intérêts à chacun des trois policiers outragés. Il s'agissait de sa deuxième affaire pour outrage envers des forces de l'ordre, après des faits similaires commis en mai 2021 alors qu'il était maire de Vierzon.",CONDAMNATION_PREMIERE_INSTANCE,AUTRE,2023-02-28T00:00:00.000Z,Non spécifié,2023-05-02T00:00:00.000Z,2023.0,2023.0,,Non spécifié,False,cmkjnz793002uvtv5q1hkxl5y,Nicolas Sansu,nicolas-sansu,GDR,Gauche Démocrate et Républicaine,Non spécifié,Non spécifié,Non spécifié,Non spécifié,57.0,1968.0,Non spécifié
